Date,Account,Description,x,Account2,Beginning Balance,Activity,Ending Balance,Month,Qtr,Year,CC,CC Ar,CC Name,ADQ CC,P&L Line,BS/PL,ADQ ACC,ADQ ACC Name,Category,Sub Group,Group,Main,ADQ ACC BS,ADQ ACC Name BS,Category BS,Sub Group BS,Group BS,Main BS,Year - Month,Report,AED K,Year - Qtr,EBITDA,Column1,Factory,BU,OHC,TURBO ACC,Column2,TURBO MAP,Scenario,CC2,CC Ar3,YTD/YTG,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Date.1,Account.1,Description.1,x.1,Account2.1,Beginning Balance.1,Activity.1
2026-03-31,36500000,اهلاك اجهزة حاسب الى وبرمجيات,Adel,01.13.1407.36500000.8450.00.00000.00000.00000,,52528.07849999999,,Mar,Q1,2026,8450,الموارد البشريه,HR ,G&A-HR,04 - Overhead Expenses,PL,5519003.0,IT Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,3.507249682847031,Q3,Depreciation & Amortization,0.0,All,13.0, ,36500000.845,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36500000,اهلاك اجهزة حاسب الى وبرمجيات,Adel,01.13.1407.36500000.8450.00.1301.00000.00000,,216.40699999999998,,Mar,Q1,2026,8450,الموارد البشريه,HR ,G&A-HR,04 - Overhead Expenses,PL,5519003.0,IT Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.01444928890966148,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36500000.845,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36500000,اهلاك اجهزة حاسب الى وبرمجيات,Adel,01.13.1407.36500000.8500.00.1301.00000.00000,,481.7695,,Mar,Q1,2026,8500,ادارة المراجعة,Internal Audit,G&A-FINANCE,04 - Overhead Expenses,PL,5519003.0,IT Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.03216728984442812,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36500000.85,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36500000,اهلاك اجهزة حاسب الى وبرمجيات,Adel,01.13.1407.36500000.8600.00.1301.00000.00000,,836.8089999999999,,Mar,Q1,2026,8600,الشئون القانونية,Legal,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5519003.0,IT Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.05587293850570874,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36500000.86,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36500000,اهلاك اجهزة حاسب الى وبرمجيات,Adel,01.13.1407.36500000.8700.00.1301.00000.00000,,12976.001999999999,,Mar,Q1,2026,8700,ادارة الامن,Security,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5519003.0,IT Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.8663952727515523,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36500000.87,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36500000,اهلاك اجهزة حاسب الى وبرمجيات,Adel,01.13.1906.36500000.7100.00.1301.00000.00000,,15510.613499999998,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5519003.0,IT Depreciation,0.0,Fixed Asset Depreciation,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.0356288642585296,Q3,Depreciation & Amortization,1301.0,Chicken,13.0,OHC,36500000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,36500000,اهلاك اجهزة حاسب الى وبرمجيات,Adel,01.14.1101.36500000.7100.00.1301.00000.00000,,207.92,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5519003.0,IT Depreciation,0.0,Fixed Asset Depreciation,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.01388262001735995,Q3,Depreciation & Amortization,1301.0,Chicken,14.0,OHC,36500000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,36500000,اهلاك اجهزة حاسب الى وبرمجيات,Adel,01.14.1101.36500000.8200.00.1301.00000.00000,,103.7645,,Mar,Q1,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5519003.0,IT Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.006928256660212326,Q3,Depreciation & Amortization,1301.0,Chicken,14.0, ,36500000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36500000,اهلاك اجهزة حاسب الى وبرمجيات,Adel,01.14.1101.36500000.8200.00.1401.00000.00000,,64.4345,,Mar,Q1,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5519003.0,IT Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.004302230086132069,Q3,Depreciation & Amortization,1401.0,Meat,14.0, ,36500000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36500000,اهلاك اجهزة حاسب الى وبرمجيات,Adel,01.14.1303.36500000.8200.00.1401.00000.00000,,164.28900000000002,,Mar,Q1,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5519003.0,IT Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.010969419776991387,Q3,Depreciation & Amortization,1401.0,Meat,14.0, ,36500000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36500000,اهلاك اجهزة حاسب الى وبرمجيات,Adel,01.14.1407.36500000.8200.00.1401.00000.00000,,240.32699999999997,,Mar,Q1,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5519003.0,IT Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.01604640448687988,Q3,Depreciation & Amortization,1401.0,Meat,14.0, ,36500000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.13.1101.36100000.8450.00.1301.00000.00000,,21166.21,,Mar,Q1,2026,8450,الموارد البشريه,HR ,G&A-HR,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.413247646391133,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36100000.845,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.13.1407.36100000.6070.00.1301.00000.00000,,848.8954999999999,,Mar,Q1,2026,6070,مسطحات,General Service,G&A-HR,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.056679942578620544,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36100000.607,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.13.1407.36100000.6900.00.1301.00000.00000,,4721.8425,,Mar,Q1,2026,6900,المطعم,General Service,G&A-HR,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.315272918474995,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36100000.69,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.13.1407.36100000.6900.00.1401.00000.00000,,1550.8094999999998,,Mar,Q1,2026,6900,المطعم,General Service,G&A-HR,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.10354607064165051,Q3,Depreciation & Amortization,1401.0,Meat,13.0, ,36100000.69,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.13.1407.36100000.7100.00.00000.00000.00000,,61.18,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.004084930226347066,Q3,Depreciation & Amortization,0.0,All,13.0,OHC,36100000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.13.1407.36100000.7100.00.1301.00000.00000,,945.3574999999998,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.06312061828136475,Q3,Depreciation & Amortization,1301.0,Chicken,13.0,OHC,36100000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.13.1407.36100000.8100.00.00000.00000.00000,,36109.9655,,Mar,Q1,2026,8100,الادارة العليا,Top Management,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,2.4110279428456964,Q3,Depreciation & Amortization,0.0,All,13.0, ,36100000.81,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.13.1407.36100000.8100.00.1301.00000.00000,,3241.091,,Mar,Q1,2026,8100,الادارة العليا,Top Management,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.21640455364892835,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36100000.81,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.13.1407.36100000.8410.00.1301.00000.00000,,9517.5955,,Mar,Q1,2026,8410,خدمات عامه,General Service,G&A-HR,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.6354807705147894,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36100000.841,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.13.1407.36100000.8450.00.1301.00000.00000,,40589.4225,,Mar,Q1,2026,8450,الموارد البشريه,HR ,G&A-HR,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,2.710117012752888,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36100000.845,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.13.1407.36100000.8700.00.1301.00000.00000,,9731.069999999998,,Mar,Q1,2026,8700,ادارة الامن,Security,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.6497342591974359,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36100000.87,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.14.1303.36100000.7100.00.1401.00000.00000,,269.62899999999996,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.01800287106897242,Q3,Depreciation & Amortization,1401.0,Meat,14.0,OHC,36100000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,36100000,اهلاك المبانى,Adel,01.14.1402.36100000.7100.00.1401.00000.00000,,278.46099999999996,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5519001.0,Building Depreciation,0.0,Fixed Asset Depreciation,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.018592575282099216,Q3,Depreciation & Amortization,1401.0,Meat,14.0,OHC,36100000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,36700000,اهلاك سيارات ركوب,Adel,01.13.1101.36700000.7200.00.1301.00000.00000,,11020.840999999999,,Mar,Q1,2026,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5519006.0,Vehicle Depreciation,0.0,Fixed Asset Depreciation,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.7358510382586632,Q3,Depreciation & Amortization,1301.0,Chicken,13.0,OHC,36700000.72,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,36700000,اهلاك سيارات ركوب,Adel,01.13.1101.36700000.8700.00.00000.00000.00000,,1015.818,,Mar,Q1,2026,8700,ادارة الامن,Security,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5519006.0,Vehicle Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.06782519863791146,Q3,Depreciation & Amortization,0.0,All,13.0, ,36700000.87,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36700000,اهلاك سيارات ركوب,Adel,01.13.1407.36700000.8100.00.1301.00000.00000,,26545.818,,Mar,Q1,2026,8100,الادارة العليا,Top Management,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5519006.0,Vehicle Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.7724389397075515,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36700000.81,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36700000,اهلاك سيارات ركوب,Adel,01.13.1407.36700000.8200.00.1301.00000.00000,,4858.726999999999,,Mar,Q1,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5519006.0,Vehicle Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.32441256593443274,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36700000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36700000,اهلاك سيارات ركوب,Adel,01.13.1407.36700000.8410.00.1301.00000.00000,,35745.795,,Mar,Q1,2026,8410,خدمات عامه,General Service,G&A-HR,04 - Overhead Expenses,PL,5519006.0,Vehicle Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,2.386712626026574,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36700000.841,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36600000,اهلاك سيارات نقل بضائع,Adel,01.13.1101.36600000.7100.00.1301.00000.00000,,7137.647499999999,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5519006.0,Vehicle Depreciation,0.0,Fixed Asset Depreciation,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.4765739133337784,Q3,Depreciation & Amortization,1301.0,Chicken,13.0,OHC,36600000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,36600000,اهلاك سيارات نقل بضائع,Adel,01.13.1407.36600000.8410.00.1301.00000.00000,,6171.6359999999995,,Mar,Q1,2026,8410,خدمات عامه,General Service,G&A-HR,04 - Overhead Expenses,PL,5519006.0,Vehicle Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.41207424717900776,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36600000.841,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36300000,اهلاك عدد وادوات مستخدمة فى الانتاج,Adel,01.13.1407.36300000.6070.00.1301.00000.00000,,313.6395,,Mar,Q1,2026,6070,مسطحات,General Service,G&A-HR,04 - Overhead Expenses,PL,5519005.0,Tools & Spares Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.02094141016224878,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36300000.607,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36300000,اهلاك عدد وادوات مستخدمة فى الانتاج,Adel,01.13.1407.36300000.6900.00.00000.00000.00000,,14766.206999999999,,Mar,Q1,2026,6900,المطعم,General Service,G&A-HR,04 - Overhead Expenses,PL,5519005.0,Tools & Spares Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.9859255525138545,Q3,Depreciation & Amortization,0.0,All,13.0, ,36300000.69,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36300000,اهلاك عدد وادوات مستخدمة فى الانتاج,Adel,01.13.1407.36300000.6900.00.1301.00000.00000,,1922.7769999999998,,Mar,Q1,2026,6900,المطعم,General Service,G&A-HR,04 - Overhead Expenses,PL,5519005.0,Tools & Spares Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.12838198571142417,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36300000.69,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36300000,اهلاك عدد وادوات مستخدمة فى الانتاج,Adel,01.13.1407.36300000.8410.00.1301.00000.00000,,15578.889,,Mar,Q1,2026,8410,خدمات عامه,General Service,G&A-HR,04 - Overhead Expenses,PL,5519005.0,Tools & Spares Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.0401875542498498,Q3,Depreciation & Amortization,1301.0,Chicken,13.0, ,36300000.841,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36300000,اهلاك عدد وادوات مستخدمة فى الانتاج,Adel,01.13.1407.36300000.8410.00.1307.00000.00000,,6143.507,,Mar,Q1,2026,8410,خدمات عامه,General Service,G&A-HR,04 - Overhead Expenses,PL,5519005.0,Tools & Spares Depreciation,0.0,Fixed Asset Depreciation,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.41019610068772117,Q3,Depreciation & Amortization,1307.0,Chicken,13.0, ,36300000.841,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,36300000,اهلاك عدد وادوات مستخدمة فى الانتاج,Adel,01.14.1101.36300000.7100.00.1301.00000.00000,,26944.453999999998,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5519005.0,Tools & Spares Depreciation,0.0,Fixed Asset Depreciation,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.799055485077118,Q3,Depreciation & Amortization,1301.0,Chicken,14.0,OHC,36300000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,33261000,ايجار ثلاجات,Adel,01.00.0000.33261000.00000.00.00000.00000.00000,,2135.7142857142853,,Mar,Q1,2026,0,General,General,GENERAL,04 - Overhead Expenses,PL,5523001.0,Warehouse & Shed Rentals,0.0,Rent,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.14259960510878583,Q3,EBITDA,0.0,All,0.0, ,33261000.0,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,33265000,ايجار جراج,Adel,01.13.1303.33265000.7100.00.1301.00000.00000,,3377.714285714286,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5523003.0,Office & Other Rents,0.0,Rent,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.22552676007974132,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33265000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,33267000,ايجار سكن,Adel,01.13.1406.33267000.7100.00.1301.00000.00000,,2390.3571428571427,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5513007.0,Staff accomodation & Labour camp rent,0.0,Employee - Hr Related Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.1596018657179103,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33267000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,33267000,ايجار سكن,Adel,01.13.1406.33267000.7100.00.1401.00000.00000,,2185.0,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5513007.0,Staff accomodation & Labour camp rent,0.0,Employee - Hr Related Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.14589036522668092,Q3,EBITDA,1401.0,Meat,13.0,OHC,33267000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,33267000,ايجار سكن,Adel,01.13.1906.33267000.7100.00.1301.00000.00000,,1150.0,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5513007.0,Staff accomodation & Labour camp rent,0.0,Employee - Hr Related Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.07678440275088469,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33267000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,33263000,ايجار سيارات,Adel,01.00.0000.33263000.00000.00.00000.00000.00000,,-6831.657142857142,,Mar,Q1,2026,0,General,General,GENERAL,04 - Overhead Expenses,PL,5523002.0,Vehicles Lease & Rentals,0.0,Rent,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,-0.456143229141827,Q3,EBITDA,0.0,All,0.0, ,33263000.0,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,33263000,ايجار سيارات,Adel,01.13.1101.33263000.7100.00.1301.00000.00000,,9419.157142857142,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5523002.0,Vehicles Lease & Rentals,0.0,Rent,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.6289081353313175,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33263000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,33262000,ايجار مكاتب,Adel,01.00.0000.33262000.00000.00.00000.00000.00000,,-2135.7142857142853,,Mar,Q1,2026,0,General,General,GENERAL,04 - Overhead Expenses,PL,5523003.0,Office & Other Rents,0.0,Rent,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,-0.14259960510878583,Q3,EBITDA,0.0,All,0.0, ,33262000.0,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-03-31,33262000,ايجار مكاتب,Adel,01.13.1101.33262000.7100.00.00000.00000.00000,,4140.821428571428,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5523003.0,Office & Other Rents,0.0,Rent,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.2764786959051498,Q3,EBITDA,0.0,All,13.0,OHC,33262000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-03-31,33262000,ايجار مكاتب,Adel,01.13.1101.33262000.7100.00.1301.00000.00000,,14254.249999999998,,Mar,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5523003.0,Office & Other Rents,0.0,Rent,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.9517426720972156,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33262000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
