Date,Account,Description,x,Account2,Beginning Balance,Activity,Ending Balance,Month,Qtr,Year,CC,CC Ar,CC Name,ADQ CC,P&L Line,BS/PL,ADQ ACC,ADQ ACC Name,Category,Sub Group,Group,Main,ADQ ACC BS,ADQ ACC Name BS,Category BS,Sub Group BS,Group BS,Main BS,Year - Month,Report,AED K,Year - Qtr,EBITDA,Column1,Factory,BU,OHC,TURBO ACC,Column2,TURBO MAP,Scenario,CC2,CC Ar3,YTD/YTG,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Date.1,Account.1,Description.1,x.1,Account2.1,Beginning Balance.1,Activity.1
2026-08-31,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,0.0,5000000.0,,Aug,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTG,,,,,,,,,,,
2026-09-30,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,0.0,5000000.0,,Sep,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTG,,,,,,,,,,,
2026-10-31,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,0.0,5000000.0,,Oct,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTG,,,,,,,,,,,
2026-11-30,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,0.0,5000000.0,,Nov,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTG,,,,,,,,,,,
2026-12-31,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,0.0,5000000.0,,Dec,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTG,,,,,,,,,,,
2026-07-30,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,0.0,5000000.0,,Jul,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTD,,,,,,,,,,,
2026-06-30,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,,5000000.0,,Jun,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTG,,,,,,,,,,,
2026-05-30,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,,5000000.0,,May,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTG,,,,,,,,,,,
2026-04-30,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,,5000000.0,,Apr,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTG,,,,,,,,,,,
2026-03-30,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,,5000000.0,,Mar,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTG,,,,,,,,,,,
2026-02-28,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,,5000000.0,,Feb,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTG,,,,,,,,,,,
2026-01-31,33291100,دعاية واعلان ونشر,Abozaid,01.14.1407.33291100.7200.00.1301.00000.00000,,5000000.0,,Jan,Q1,2025,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5311001.0,Advertising-Others,0.0,ADVERTISING,01 - Advertisment,03 - A&P,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jan,Local,333.8452293516726,Q1,EBITDA,1301.0,Chicken,14.0, ,33291100.72,,01 - Advertisment,,,,YTG,,,,,,,,,,,
2026-01-31,33315000,اتعاب مراقب حسابات,Adel,01.13.1407.33315000.8200.00.1301.00000.00000,,210000.0,,Jan,Q1,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5514002.0,Audit Fees,0.0,"Consulting, Legal & Audit Fees",04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,14.021499632770247,Q3,EBITDA,1301.0,Chicken,13.0, ,33315000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.00.0000.33282000.00000.00.00000.00000.00000,,6831.657142857142,,Jan,Q1,2026,0,General,General,GENERAL,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.456143229141827,Q3,EBITDA,0.0,All,0.0, ,33282000.0,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.13.1101.33282000.7100.00.00000.00000.00000,,28666.156785714284,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.914011937351558,Q3,EBITDA,0.0,All,13.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.13.1101.33282000.7100.00.1301.00000.00000,,14138.123,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.9439889831074314,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.13.1201.33282000.7100.00.1301.00000.00000,,5427.178571428572,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.3623675349822108,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.13.1303.33282000.7100.00.1301.00000.00000,,2713.967142857143,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.18120899665200926,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.13.1405.33282000.7100.00.1301.00000.00000,,520.5392857142857,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.034755911445168305,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.13.1406.33282000.7100.00.1301.00000.00000,,360.6038571428571,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.024077175478590982,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.13.1406.33282000.7100.00.1401.00000.00000,,360.6022142857142,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.024077065786587047,Q3,EBITDA,1401.0,Meat,13.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.13.1801.33282000.7100.00.1301.00000.00000,,482.1785714285714,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.03219460315340665,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.13.1802.33282000.7100.00.1301.00000.00000,,304.3392857142857,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.020320443728001986,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.13.1906.33282000.7100.00.1301.00000.00000,,1205.0357142857142,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.08045908488253417,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.14.1101.33282000.7100.00.00000.00000.00000,,2443.4756428571427,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.16314853728097367,Q3,EBITDA,0.0,All,14.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.14.1101.33282000.7100.00.1401.00000.00000,,2371.8635,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.15836706282967217,Q3,EBITDA,1401.0,Meat,14.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.14.1201.33282000.7100.00.1401.00000.00000,,288.73214285714283,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.019278369690668547,Q3,EBITDA,1401.0,Meat,14.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.14.1303.33282000.7100.00.1301.00000.00000,,116.0267857142857,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.007746997777544615,Q3,EBITDA,1301.0,Chicken,14.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.14.1303.33282000.7100.00.1401.00000.00000,,507.43749999999994,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.03388111771382787,Q3,EBITDA,1401.0,Meat,14.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.14.1402.33282000.7100.00.1401.00000.00000,,240.18571428571428,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.016036970974541917,Q3,EBITDA,1401.0,Meat,14.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.14.1405.33282000.7100.00.1401.00000.00000,,898.3964285714285,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.05998507234903041,Q3,EBITDA,1401.0,Meat,14.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33282000,ادوات كتابية,Adel,01.14.1701.33282000.7100.00.1401.00000.00000,,312.0015714285714,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5518007.0,Office Supplies,0.0,General Expenses,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.020832047234330735,Q3,EBITDA,1401.0,Meat,14.0,OHC,33282000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33316000,استشارات اداريه,Adel,01.13.1407.33316000.7200.00.00000.00000.00000,,170517.6727142857,,Jan,Q1,2026,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5514001.0,Legal consultation fee,0.0,"Consulting, Legal & Audit Fees",01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,11.38530231116283,Q3,EBITDA,0.0,All,13.0,OHC,33316000.72,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33316000,استشارات اداريه,Adel,01.13.1407.33316000.8100.00.00000.00000.00000,,36659.018214285716,,Jan,Q1,2026,8100,الادارة العليا,Top Management,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5514001.0,Legal consultation fee,0.0,"Consulting, Legal & Audit Fees",04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,2.4476876687110716,Q3,EBITDA,0.0,All,13.0, ,33316000.81,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33316000,استشارات اداريه,Adel,01.13.1407.33316000.8300.00.00000.00000.00000,,23976.26457142857,,Jan,Q1,2026,8300,ادارة النظم,IT,G&A-IT,04 - Overhead Expenses,PL,5514001.0,Legal consultation fee,0.0,"Consulting, Legal & Audit Fees",04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.6008723089689905,Q3,EBITDA,0.0,All,13.0, ,33316000.83,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33316000,استشارات اداريه,Adel,01.13.1407.33316000.8450.00.00000.00000.00000,,933882.5864285714,,Jan,Q1,2026,8450,الموارد البشريه,HR ,G&A-HR,04 - Overhead Expenses,PL,5514001.0,Legal consultation fee,0.0,"Consulting, Legal & Audit Fees",04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,62.35444925075592,Q3,EBITDA,0.0,All,13.0, ,33316000.845,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33316000,استشارات اداريه,Adel,01.13.1407.33316000.8450.00.1301.00000.00000,,27107.142857142855,,Jan,Q1,2026,8450,الموارد البشريه,HR ,G&A-HR,04 - Overhead Expenses,PL,5514001.0,Legal consultation fee,0.0,"Consulting, Legal & Audit Fees",04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.809918064842282,Q3,EBITDA,1301.0,Chicken,13.0, ,33316000.845,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33316000,استشارات اداريه,Adel,01.13.1407.33316000.8600.00.00000.00000.00000,,62550.923214285714,,Jan,Q1,2026,8600,الشئون القانونية,Legal,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5514001.0,Legal consultation fee,0.0,"Consulting, Legal & Audit Fees",04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,4.176465461326415,Q3,EBITDA,0.0,All,13.0, ,33316000.86,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33314000,استشارات تسويقية,Adel,01.00.0000.33314000.7200.00.00000.00000.00000,,401084.72128571424,,Jan,Q1,2026,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5514003.0,Consulting Fees,0.0,"Consulting, Legal & Audit Fees",01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,26.78004415341619,Q3,EBITDA,0.0,All,0.0,OHC,33314000.72,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33314000,استشارات تسويقية,Adel,01.13.1407.33314000.7200.00.00000.00000.00000,,414236.2165714285,,Jan,Q1,2026,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5514003.0,Consulting Fees,0.0,"Consulting, Legal & Audit Fees",01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,27.658156945411534,Q3,EBITDA,0.0,All,13.0,OHC,33314000.72,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33314000,استشارات تسويقية,Adel,01.13.1407.33314000.7200.00.1301.00000.00000,,128358.78278571427,,Jan,Q1,2026,7200,عام تسويق,Marketing,ADVERTISING,04 - Overhead Expenses,PL,5514003.0,Consulting Fees,0.0,"Consulting, Legal & Audit Fees",01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,8.57039345567966,Q3,EBITDA,1301.0,Chicken,13.0,OHC,33314000.72,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,33314000,استشارات تسويقية,Adel,01.13.1407.33314000.7400.00.00000.00000.00000,,1966.4999999999998,,Jan,Q1,2026,7400,تصدير,Export,EXPORT,04 - Overhead Expenses,PL,5514003.0,Consulting Fees,0.0,"Consulting, Legal & Audit Fees",03 - Export,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.13130132870401282,Q3,EBITDA,0.0,All,13.0, ,33314000.74,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33313000,استشارات قانونية,Adel,01.00.0000.33313000.00000.00.00000.00000.00000,,40660.71428571428,,Jan,Q1,2026,0,General,General,GENERAL,04 - Overhead Expenses,PL,5514001.0,Legal consultation fee,0.0,"Consulting, Legal & Audit Fees",04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,2.7148770972634226,Q3,EBITDA,0.0,All,0.0, ,33313000.0,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33313000,استشارات قانونية,Adel,01.13.0000.33313000.00000.00.00000.00000.00000,,40660.71428571428,,Jan,Q1,2026,0,General,General,GENERAL,04 - Overhead Expenses,PL,5514001.0,Legal consultation fee,0.0,"Consulting, Legal & Audit Fees",04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,2.7148770972634226,Q3,EBITDA,0.0,All,13.0, ,33313000.0,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33313000,استشارات قانونية,Adel,01.13.1407.33313000.8700.00.00000.00000.00000,,183362.43342857138,,Jan,Q1,2026,8700,ادارة الامن,Security,G&A-GEN ADMIN,04 - Overhead Expenses,PL,5514001.0,Legal consultation fee,0.0,"Consulting, Legal & Audit Fees",04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,12.242934728488441,Q3,EBITDA,0.0,All,13.0, ,33313000.87,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33312000,استشارات مالية,Adel,01.13.1407.33312000.8200.00.00000.00000.00000,,23492.85714285714,,Jan,Q1,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5514003.0,Consulting Fees,0.0,"Consulting, Legal & Audit Fees",04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,1.5685956561966443,Q3,EBITDA,0.0,All,13.0, ,33312000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,33312000,استشارات مالية,Adel,01.13.1407.33312000.8200.00.1301.00000.00000,,7757.160714285714,,Jan,Q1,2026,8200,الادارة المالية,Finance,G&A-FINANCE,04 - Overhead Expenses,PL,5514003.0,Consulting Fees,0.0,"Consulting, Legal & Audit Fees",04 - General Administration,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.5179382195556996,Q3,EBITDA,1301.0,Chicken,13.0, ,33312000.82,,04 - General Administration,,,,YTD,,,,,,,,,,,
2026-01-31,38300000,استهلاك اصل حق تشغيل ( ايجارات ),Adel,01.13.1201.38300000.7100.00.1301.00000.00000,,1611.8137142857142,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5519009.0,Depreciation of right of use asset,0.0,Lease Rent,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.1076192638235771,Q3,Depreciation & Amortization,1301.0,Chicken,13.0,OHC,38300000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
2026-01-31,38300000,استهلاك اصل حق تشغيل ( ايجارات ),Adel,01.13.1201.38300000.7100.00.1401.00000.00000,,1970.0107857142857,,Jan,Q1,2026,7100,عام مبيعات,Selling,SELLING,04 - Overhead Expenses,PL,5519009.0,Depreciation of right of use asset,0.0,Lease Rent,01 - Selling Expense,04 - Overhead Expenses,3021001.0,Retained Earnings,02 - R/E CY,03 - R/E,01 - OE,02 - Liabilities,Jul,Local,0.13153574051641087,Q3,Depreciation & Amortization,1401.0,Meat,13.0,OHC,38300000.71,,01 - Selling Expense,,,,YTD,,,,,,,,,,,
