Month,Qtr,Year,Date,Code,Description,Channel,Sales Qty,Gross Sales,Normal Discount,Brand,Category,Sub Category,Channel Group,Sales Category,Factory,Brand Group,Qty Ton,Gross Rebates,Net Rebates,Total Rebates,Total Discount,NSV,RM,PK,Other RM,Other,Material,DL,MOH,SC,MOH Total,GP,Sales,Distribution,G&A,A&P,Sales Promotion,Tax,Interest,Provision,Other Gain,Sales Bouns,G&A Bouns,Distribution Bouns,DL Bouns,SC Bouns,R&D,R&D Bonus,Export,Export Bonus,YTD/YTG,xx,Report,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71
Jan,Q1,2023,2023-01-31 00:00:00,11101,بانية 400 جم عادى,VAN SALE,341.6,55510,-5456.75,Atyab,Atyab Chicken,Pane,Retail,Chicken,Chicken,Main Brand,0.3416,0,-826.9745610865898,-826.9745610865898,-6283.72456108659,49226.275438913406,-16348.338605312047,-3904.146400000001,-6632.578452260952,0,-26885.063457573,-678.2819640746181,-1975.0805569389415,-416.1852408885788,-2653.3625210135597,19271.66421943827,-4035.430059300229,-112.39367201502408,-1328.823194703857,0,-690.4266529262453,-1269.8344933885803,-163.67419335375877,0,-167.7541194106696,-128.6556188752543,-92.0524530079688,0,-74.13111285631213,-34.078954273426596,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-505.3644481336687,-0.3926966799740512,,-505.7571448136405
Jan,Q1,2023,2023-01-31 00:00:00,11101,بانية 400 جم عادى,WHOLESALE,6820.8000000000075,1109434,-134026.33999999976,Atyab,Atyab Chicken,Pane,Wholesale,Chicken,Chicken,Main Brand,6.820800000000007,-55471.700000000004,-16528.079538903614,-71999.77953890362,-206026.11953890338,903407.8804610966,-326430.76100442774,-77954.92320000009,-132434.10745662046,0,-536819.7916610483,-13543.400528571898,-39436.854399207106,-8310.059400037533,-52980.254927779,305297.7744722318,-80652.91501368565,-2246.3224845670375,-26558.12704365122,0,-13799.00564335392,-25379.167021042453,-3271.2252752519184,0,-3352.76749620351,-2571.337018037271,-1839.7787993234165,0,-1481.5992985161197,-681.1088192286933,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10090.71963650507,-7.8410582984997745,,-10098.560694803542
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,"AGENTS, DISTRIBUTORS",1278.7999999999997,207805,-20671.300000000003,Atyab,Atyab Chicken,Pane,Distributors,Chicken,Chicken,Main Brand,1.2787999999999997,-4156.1,-3095.828655496285,-7251.9286554962855,-27923.22865549629,179881.7713445037,-62156.35103558525,-14615.4052,-24772.414086913894,0,-101544.17032249914,-2539.1890388132947,-7393.8320146765745,-1558.0143034201242,-9933.021053489869,66846.56566509459,-15106.873418715259,-420.75242322251995,-4974.528985325798,0,-2584.6534067976654,-4753.701259207602,-612.7241172739657,0,-627.9975641169915,-481.6299924405012,-344.6038551129698,0,-277.5142480112762,-127.57660048260517,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1891.8619914324809,-1.4700834729239887,,-1893.3320749053964
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,CATERING,365.20000000000005,59345,-7103.2,Atyab,Atyab Chicken,Pane,HORECA,Chicken,Chicken,Main Brand,0.3652,-2373.8,-884.1074640188015,-3257.907464018802,-10361.107464018802,48983.8925359812,-17750.625115886563,-4173.8708000000015,-7074.5117489372515,0,-28999.007664823817,-725.1421934427709,-2111.532258179454,-444.93808539961645,-2836.6744516222248,16703.27233413554,-4314.224407659378,-120.15857441418851,-1420.6271390686436,0,-738.1259181752482,-1357.5631059294778,-174.9818952365126,0,-179.3436897212428,-137.54400472260795,-98.41204870758257,0,-79.25258318245079,-36.43335509559541,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-540.2783854169081,-0.41982677847346395,,-540.6982121953806
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,CHAINS,1520,247110.5,-26549.300000000003,Atyab,Atyab Chicken,Pane,Chains,Chicken,Chicken,Main Brand,1.52,-19768.84,-3681.3924928371057,-23450.232492837105,-49999.53249283711,197110.9675071629,-73879.92928846543,-17372.08,-29444.846271589868,0,-120696.8555600553,-3018.1164677793313,-8788.414656168592,-1851.878121049882,-11806.531123947923,62755.70270210979,-17964.279222999627,-500.3360923881933,-5915.441615112007,0,-3073.530452493802,-5652.8451914699845,-728.6184787739868,0,-746.7808381306121,-572.7284148454969,-409.78432154612995,0,-330.0049786251076,-151.70721365490152,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2248.6942657001646,-1.7473622762311152,,-2250.4416279763973
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,FAC SALES,0.8,130,-15.6,Atyab,Atyab Chicken,Pane,Retail,Chicken,Chicken,Main Brand,0.0008,0,-1.9367085739732781,-1.9367085739732781,-17.53670857397328,112.46329142602673,-38.88417330971865,-9.143200000000002,-15.49728751136309,0,-63.52466082108174,-1.588482351462806,-4.62548139798347,-0.9746726952894117,-6.213963749446275,41.7499941602093,-9.450655876581331,-0.26321703048015005,-3.1119981140605555,0,-1.6169242457289117,-2.9738512725727877,-0.3833119282289433,0,-0.3928667901889218,-0.30130121516453,-0.21557951524114471,0,-0.1736091635979207,-0.07981019736165479,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.183523297736929,-0.0009196643559111761,,-1.1844429620928452
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,HM,985.2000000000006,161361.5,-10334.859999999997,Atyab,Atyab Chicken,Pane,Hyber Markets,Chicken,Chicken,Main Brand,0.9852000000000006,-12908.92,-2403.9246196860704,-15312.844619686071,-25647.70461968607,135713.79538031394,-47885.85943091854,-11259.85080000001,-19084.909570243657,0,-78230.6198011622,-1956.2160158264467,-5696.280341616646,-1200.3094242489112,-7652.496357443093,48630.36979745974,-11730.553909453683,-326.71611433709796,-3862.743720630633,0,-2006.9947821321985,-3691.270016301953,-475.78298236088176,0,-487.642881269767,-373.9878156213178,-267.5864149891075,0,-215.49103886081446,-99.06379355055893,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1457.5089411630288,-1.1325666543045827,,-1458.6415078173304
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,LG,1432.4000000000003,232799,-24589.74000000001,Atyab,Atyab Chicken,Pane,Large Grocery,Chicken,Chicken,Main Brand,1.4324000000000003,-6983.969999999999,-3468.1832254800397,-10452.153225480039,-35041.893225480046,197757.10677451995,-69622.11231105126,-16370.899600000006,-27747.893289095617,0,-113740.90520014688,-2844.177650294155,-8281.924443089405,-1745.1514609156918,-11126.10209338356,71144.94802007383,-16923.871057017368,-471.35893445191124,-5572.846530424486,0,-2895.5257498572687,-5325.45848002825,-686.4202583059213,0,-703.53073760916,-539.5586276083648,-386.051504374025,0,-310.89261289563336,-142.92103181227597,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2119.0984645979725,-1.6466590292586716,,-2120.745123627232
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,OTHER_ACS,-139.60000000000002,-22685,0,Atyab,Atyab Chicken,Pane,Wholesale,Chicken,Chicken,Main Brand,-0.13960000000000003,0,337.95564615833706,337.95564615833706,337.95564615833706,-22347.044353841662,6785.288242545905,1595.4884000000006,2704.2766707328597,0,11085.053313278764,277.19017033025966,807.1465039481157,170.08038532800236,1084.3366742783753,-10007.57398095652,1649.1394504634425,45.93137181878619,543.043670903567,0,282.1532808796951,518.9370470639515,66.8879314759506,0,68.55525488796687,52.577062046210486,37.61862540957976,0,30.294799047837156,13.926879439608761,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.5248154550942,0.1604814301065005,,206.68529688520175
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,REGIONS,103.19999999999997,17271.5,-1822.5899999999995,Atyab,Atyab Chicken,Pane,Distributors,Chicken,Chicken,Main Brand,0.10319999999999997,-345.43,-257.30663181061135,-602.7366318106114,-2425.3266318106107,14846.17336818939,-5016.058356953704,-1179.4728,-1999.150088965838,0,-8194.681245919543,-204.9142233387019,-596.6871003398675,-125.73277769233407,-801.6013236785693,5724.1580208989435,-1255.592330556727,-34.97040724567624,-413.4528878999761,0,-214.82082392389924,-395.0990173403147,-50.92593821850918,0,-52.195375128830484,-40.03018413626292,-28.641396903749467,0,-23.06531283908836,-10.603398644090928,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-152.67450540806385,-0.11863670191253561,,-152.79314210997654
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,RESTAURANTS,0.4,65,0,Atyab,Atyab Chicken,Pane,HORECA,Chicken,Chicken,Main Brand,0.0004,0,-0.9683542869866391,-0.9683542869866391,-0.9683542869866391,64.03164571301336,-19.442086654859324,-4.571600000000001,-7.748643755681545,0,-31.76233041054087,-0.794241175731403,-2.312740698991735,-0.48733634764470585,-3.1069818747231377,28.674997080104646,-4.725327938290666,-0.13160851524007502,-1.5559990570302777,0,-0.8084621228644558,-1.4869256362863938,-0.19165596411447164,0,-0.1964333950944609,-0.150650607582265,-0.10778975762057236,0,-0.08680458179896035,-0.039905098680827394,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5917616488684645,-0.00045983217795558806,,-0.5922214810464226
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,RETAILS,2653.6000000000154,431210,-3472.9300000000003,Atyab,Atyab Chicken,Pane,Retail,Chicken,Chicken,Main Brand,2.6536000000000155,-8624.2,-6424.062339869363,-15048.262339869365,-18521.192339869365,412688.8076601306,-128978.8028683375,-30327.99440000018,-51404.50267519167,0,-210711.29994352936,-5268.995959802158,-15342.721797111259,-3232.989330274997,-20611.717756913415,178132.80062941284,-31347.825542620278,-873.0908901026578,-10322.497744338863,0,-5363.3377230828,-9864.26467112394,-1271.4456659354048,0,-1303.1391430566537,-999.4161307007461,-715.077252054877,0,-575.8615956543028,-264.73042464860896,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3925.746778593417,-3.050526668556813,,-3928.797305261978
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,VAN SALE,114,18525,-1800.5,Atyab,Atyab Chicken,Pane,Retail,Chicken,Chicken,Main Brand,0.114,0,-275.98097179119213,-275.98097179119213,-2076.480971791192,16448.519028208808,-5540.994696634907,-1302.9060000000002,-2208.36347036924,0,-9052.264167004147,-226.35873508344983,-659.1310992126445,-138.89085907874116,-885.4898342960943,6371.874167829826,-1346.7184624128397,-37.50842684342139,-443.45973125362923,0,-230.41170501636992,-423.77380634162233,-54.62194977262442,0,-55.983517601921356,-42.935423160945525,-30.720080921863122,0,-24.739305812703698,-11.372953124035808,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-168.6520699275124,-0.13105217071733932,,-168.7831220982298
Jan,Q1,2023,2023-01-31 00:00:00,11102,بانية 400 جم حار,WHOLESALE,1058.8000000000009,172658.5,-20776.090000000015,Atyab,Atyab Chicken,Pane,Wholesale,Chicken,Chicken,Main Brand,1.0588000000000009,-8632.925000000001,-2572.2245947643482,-11205.149594764349,-31981.239594764364,140677.26040523563,-51463.203375412675,-12101.025200000013,-20510.660021289066,0,-84074.88859670176,-2102.3563921610253,-6121.824630231127,-1289.9793122155372,-8224.181022392153,47088.21147392618,-12551.8159051286,-349.58967428582304,-4133.176356742496,0,-2147.505499086041,-3949.6976918885284,-509.0927889239769,0,-521.7830053371842,-400.1708912191154,-286.32027486356293,0,-230.57767517747374,-105.99929970128673,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1566.3930845548275,-1.2171757750481902,,-1567.6102603298787
Jan,Q1,2023,2023-01-31 00:00:00,11103,بانية 1 ك عادى,"AGENTS, DISTRIBUTORS",454,68554,-6749.700000000001,Atyab,Atyab Chicken,Pane,Distributors,Chicken,Chicken,Main Brand,0.454,-1371.08,-1021.3009198474163,-2392.3809198474164,-9142.080919847416,59411.919080152584,-21727.361946199606,-3845.38,-8814.960823555246,0,-34387.702769754855,-901.4637344551423,-2624.9606933556192,-553.1267545767411,-3526.4244278107617,20944.665128010227,-4983.6943304858205,-138.80446390412467,-1641.0762977792872,0,-852.6663441669217,-1568.22615492273,-202.13512252159214,0,-207.1737687277796,-158.88771926453222,-113.68336990647258,0,-91.55078924070656,-42.086986691776026,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-671.6494714657074,-0.5219095219795236,,-672.1713809876892
Jan,Q1,2023,2023-01-31 00:00:00,11103,بانية 1 ك عادى,CATERING,35,5285,-634.1999999999999,Atyab,Atyab Chicken,Pane,HORECA,Chicken,Chicken,Main Brand,0.035,-211.4,-78.73465241114442,-290.13465241114443,-924.3346524111444,4360.665347588856,-1675.0168901255204,-296.45000000000005,-679.5674643709991,0,-2651.0343544965194,-69.49610287649776,-202.36481116177683,-42.64193041891176,-271.8609140382746,1395.1281486351504,-384.2055100594796,-10.700784662212255,-126.51469256007721,0,-65.73418952828692,-120.89849211959374,-15.583104159153578,0,-15.971546047295782,-12.249053247265701,-8.76413644653423,0,-7.057880227807775,-3.244591485048812,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.77914427599066,-0.04023531557110971,,-51.81937959156153
Jan,Q1,2023,2023-01-31 00:00:00,11103,بانية 1 ك عادى,CHAINS,6376,962776,-136688.20000000004,Atyab,Atyab Chicken,Pane,Chains,Chicken,Chicken,Main Brand,6.376,-77022.08,-14343.204107813053,-91365.28410781306,-228053.4841078131,734722.5158921869,-305140.21975543763,-54004.72,-123797.7757951283,0,-482942.715550566,-12660.204341158564,-36865.08674192826,-7768.141381456611,-49525.29108308682,194486.36787707752,-69991.26663254976,-1949.3772287504382,-23047.36227894435,0,-11974.891212353068,-22024.25102155799,-2838.7963462503776,0,-2909.559359930226,-2231.427528701889,-1596.5752566600643,0,-1285.7441237857822,-591.0718659620351,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9432.680682963328,-7.329724916611667,,-9440.01040787992
Jan,Q1,2023,2023-01-31 00:00:00,11103,بانية 1 ك عادى,HM,4588,692807,-40169.43999999998,Atyab,Atyab Chicken,Pane,Hyber Markets,Chicken,Chicken,Main Brand,4.588,-55424.56,-10321.271207759268,-65745.83120775927,-105915.27120775924,586891.7287922407,-219570.78548273965,-38860.36,-89081.58647240412,0,-347512.7319551438,-9109.946285639191,-26527.1358174352,-5589.747907484776,-35637.08210307439,198152.16682653778,-50365.234968359095,-1402.7584710450874,-16584.723672368855,0,-8617.049507005462,-15848.49983536412,-2042.7783620039193,0,-2093.6989408493564,-1605.7199305730194,-1148.8845939667058,0,-925.2126446521895,-425.3312569502767,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6787.506112521289,-5.274275081150336,,-6792.780387602426
Jan,Q1,2023,2023-01-31 00:00:00,11103,بانية 1 ك عادى,LG,5130,774668,-97397.0900000002,Atyab,Atyab Chicken,Pane,Large Grocery,Chicken,Chicken,Main Brand,5.13,-23240.04,-11540.816596790242,-34780.85659679024,-132177.94659679045,642490.0534032095,-245509.61846696914,-43451.100000000006,-99605.17406352074,0,-388565.8925304899,-10186.143078755242,-29660.899464569,-6250.088658543352,-39847.04254332424,207827.02967085206,-56316.31297384237,-1568.5062351384377,-18544.34888479279,0,-9635.226704540959,-17721.133981703202,-2284.149883209685,0,-2341.0871586313206,-1795.449305762124,-1284.6350147140545,0,-1034.5343349698003,-475.5877382289107,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7589.343146738058,-5.8973476822802695,,-7595.2404944203445
Jan,Q1,2023,2023-01-31 00:00:00,11103,بانية 1 ك عادى,OTHER_ACS,282,42563,-19.8,Atyab,Atyab Chicken,Pane,Wholesale,Chicken,Chicken,Main Brand,0.282,0,-634.0932848771126,-634.0932848771126,-653.8932848771126,41909.106715122885,-13495.850371868479,-2388.54,-5475.372141503479,0,-21359.762513371956,-559.940028890639,-1630.4821927891728,-343.57212508951756,-2190.4222216798116,18015.3498549816,-3094.217431345625,-86.17928052558945,-1018.8921209904571,0,-529.393435930459,-973.6617824193506,-125.49927385545008,0,-128.62760916008523,-98.64833554652225,-70.58239159391417,0,-56.840975617063826,-26.130472540800866,0,0,0,0,YTD,,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-417.1919624522675,-0.32418168545865456,,-417.5161441377277
